NODE	LABEL	COLOR	SIZE	SHAPE	SECTOR	URL	MODULE	KD_MODULE	KD_TOP_MODULE	KD_BORDER_COLOR	KD_subnetwork_shown	LABELSIZE
RNF125	RNF125	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
RNF13	RNF13	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
RNF149	RNF149	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
RNF19A	RNF19A	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
RNF19B	RNF19B	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
RNF213	RNF213	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
ROCK1	ROCK1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
RPS6KA1	RPS6KA1	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_CELL_ADHESION_MOLECULES_CAMS	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	#F6FF7F	NO	20
RPS6KA3	RPS6KA3	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
RRAS	RRAS	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
RRBP1	RRBP1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
RSAD2	RSAD2	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
RTN1	RTN1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
RTP4	RTP4	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_TYPE_I_DIABETES_MELLITUS,..	#B2C0FF	NO	20
RUNX1	RUNX1	#cfcfcf	100	Diamond				KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_HEMATOPOIETIC_CELL_LINEAGE	KEGG_HEMATOPOIETIC_CELL_LINEAGE	#9FFF96	NO	20
RUNX3	RUNX3	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_PRIMARY_IMMUNODEFICIENCY	#FFD47F	NO	20
S100A10	S100A10	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
S100A11	S100A11	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_CELL_ADHESION_MOLECULES_CAMS	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
S100A12	S100A12	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
S100A4	S100A4	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_CELL_ADHESION_MOLECULES_CAMS	#ABFFDC	NO	20
S100A6	S100A6	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
S100A8	S100A8	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	#C2FF7F	NO	20
S100A9	S100A9	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	#C2FF7F	NO	20
S1PR1	S1PR1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SAMD9	SAMD9	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_TYPE_I_DIABETES_MELLITUS,..	#B2C0FF	NO	20
SAMD9L	SAMD9L	#cfcfcf	200	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_CELL_ADHESION_MOLECULES_CAMS	#ABFFDC	YES	30
SAMHD1	SAMHD1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SAMSN1	SAMSN1	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_CELL_ADHESION_MOLECULES_CAMS	#ABFFDC	NO	20
SASH3	SASH3	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_ASTHMA	#B2EAFF	NO	20
SAT1	SAT1	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	#C2FF7F	NO	20
SBNO2	SBNO2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SCAF11	SCAF11	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SCAMP2	SCAMP2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SCO2	SCO2	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
SCP2	SCP2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SCPEP1	SCPEP1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SDC2	SDC2	#ABFFDC	100	Ellipse	1:ABFFDC	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1&chco=ABFFDC	KEGG_CELL_ADHESION_MOLECULES_CAMS	Not a KD	Not a KD	Not a KD	Not a KD	12
SDCBP	SDCBP	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
SDS	SDS	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SEC24D	SEC24D	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SECTM1	SECTM1	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_TYPE_I_DIABETES_MELLITUS,..	#B2C0FF	NO	20
SEL1L3	SEL1L3	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SELE	SELE	#ABFFDC	100	Ellipse	1:ABFFDC	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1&chco=ABFFDC	KEGG_CELL_ADHESION_MOLECULES_CAMS	Not a KD	Not a KD	Not a KD	Not a KD	12
SELL	SELL	#ABFFDC	200	Diamond	1:ABFFDC	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1&chco=ABFFDC	KEGG_CELL_ADHESION_MOLECULES_CAMS	KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	#C2FF7F	YES	30
SELP	SELP	#ABFFDC	100	Ellipse	1:ABFFDC	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1&chco=ABFFDC	KEGG_CELL_ADHESION_MOLECULES_CAMS	Not a KD	Not a KD	Not a KD	Not a KD	12
SELPLG	SELPLG	#ABFFDC	100	Diamond	1:ABFFDC	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1&chco=ABFFDC	KEGG_CELL_ADHESION_MOLECULES_CAMS	KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
SEMA4A	SEMA4A	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SEMA4D	SEMA4D	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SEPP1	SEPP1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SEPT6	SEPT6	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
SERBP1	SERBP1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SERPINA1	SERPINA1	#cfcfcf	200	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_HEMATOPOIETIC_CELL_LINEAGE	#9FFF96	YES	30
SERPINA3	SERPINA3	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SERPINB1	SERPINB1	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_CELL_ADHESION_MOLECULES_CAMS	#ABFFDC	NO	20
SERPINB2	SERPINB2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SERPINB8	SERPINB8	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SERPINB9	SERPINB9	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SERPINE1	SERPINE1	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
SERPINE2	SERPINE2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SERPINF1	SERPINF1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SERPING1	SERPING1	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_CELL_ADHESION_MOLECULES_CAMS	#ABFFDC	NO	20
SERTAD2	SERTAD2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SFI1	SFI1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SFN	SFN	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SGK1	SGK1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SGPL1	SGPL1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SH2B3	SH2B3	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	#C2FF7F	NO	20
SH2D1A	SH2D1A	#F6FF7F	100	Diamond	1:F6FF7F	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1&chco=F6FF7F	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_PRIMARY_IMMUNODEFICIENCY	#FFD47F	NO	20
SH2D2A	SH2D2A	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SH3BGRL	SH3BGRL	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_ASTHMA	#B2EAFF	NO	20
SH3BGRL3	SH3BGRL3	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
SH3BP2	SH3BP2	#F6FF7F	100	Ellipse	1:F6FF7F	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1&chco=F6FF7F	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	Not a KD	Not a KD	Not a KD	Not a KD	12
SH3GLB1	SH3GLB1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SH3TC1	SH3TC1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SIGLEC1	SIGLEC1	#ABFFDC	100	Diamond	1:ABFFDC	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1&chco=ABFFDC	KEGG_CELL_ADHESION_MOLECULES_CAMS	KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
SIGLEC5	SIGLEC5	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SIGLEC7	SIGLEC7	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SIGLEC9	SIGLEC9	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SIPA1	SIPA1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SIRPA	SIRPA	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
SIRPB1	SIRPB1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SIRPG	SIRPG	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SIT1	SIT1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SKAP1	SKAP1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SKAP2	SKAP2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SKIL	SKIL	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SLA	SLA	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_HEMATOPOIETIC_CELL_LINEAGE	#9FFF96	NO	20
SLAMF1	SLAMF1	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_TYPE_I_DIABETES_MELLITUS,..	#B2C0FF	NO	20
SLAMF7	SLAMF7	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SLAMF8	SLAMF8	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_PRIMARY_IMMUNODEFICIENCY	#FFD47F	NO	20
SLC11A1	SLC11A1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SLC15A3	SLC15A3	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
SLC16A3	SLC16A3	#cfcfcf	100	Diamond				KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	#F6FF7F	NO	20
SLC16A6	SLC16A6	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SLC25A28	SLC25A28	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SLC25A37	SLC25A37	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SLC2A14	SLC2A14	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SLC2A3	SLC2A3	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_CELL_ADHESION_MOLECULES_CAMS	#ABFFDC	NO	20
SLC2A5	SLC2A5	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SLC2A6	SLC2A6	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SLC31A2	SLC31A2	#cfcfcf	100	Diamond				KEGG_HEMATOPOIETIC_CELL_LINEAGE	KEGG_HEMATOPOIETIC_CELL_LINEAGE	#9FFF96	NO	20
SLC40A1	SLC40A1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SLC43A3	SLC43A3	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
SLC46A3	SLC46A3	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SLC7A7	SLC7A7	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	#C2FF7F	NO	20
SLCO2B1	SLCO2B1	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
SLCO3A1	SLCO3A1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SLCO4A1	SLCO4A1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SLFN12	SLFN12	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SLFN5	SLFN5	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SMCHD1	SMCHD1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SMCO4	SMCO4	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
SMOX	SMOX	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
